accountId,date,name,amount,description,paymentChannel,type,Explaination,transactionId,AssignedCategory,ConfidenceScore,AccountNumber,TypeOfTransaction,Payee,Taxes,Type of Transaction,Payee/Vendor,Category,Account Number,Tax,Memo/Notes
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/18/2025,MODERN BEAUTY SUPPLIES IN,-150,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""MODERN BEAUTY SUPPLIES IN"" suggests a purchase of beauty supplies, which is a common expense for a salon. The amount is negative, indicating a payment made by the salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",mOKD8kkvpBTY4yJVEL16Tdqq9Q4MVKC3x6Oom,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/18/2025,MODERN BEAUTY SUPPLIES IN,-150,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""MODERN BEAUTY SUPPLIES IN"" suggests a purchase of beauty supplies, which is a common expense for a salon. The amount is negative, indicating a payment made by the salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",z15rEaaPdJsNQbjp7Jg0I9ZZr4yO1EHd98xpd,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/18/2025,PHOREST,-388.95,PHOREST,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""PHOREST"" is associated with a salon management software, and the amount is a negative value, indicating an expense. The description also matches the name, suggesting a payment made to Phorest for supplies or services.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: PHOREST

- Taxes: Out of Scope

- Confidence Score: 80",YKOZoXXg70t1k5XyPjVKTr88KoXAMvUwB5VAq,Cost of Goods Sold:Salon Supplies:Supplies and Materials,80,50100,Expense,PHOREST,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/18/2025,SP SECRET NAIL SUPPL,-168.73,SP SECRET NAIL SUPPL,in store,place,"- Explanation: This transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name and description of the transaction, ""SP SECRET NAIL SUPPL"", suggests that it is a purchase of nail supplies, which is a common expense for a salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: SP SECRET NAIL SUPPL

- Taxes: Out of Scope

- Confidence Score: 90",VB7oxXXg8kh13J9qybpBTQAAKvLjMnhXNmqZB,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,SP SECRET NAIL SUPPL,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/18/2025,SP SECRET NAIL SUPPL,-200,SP SECRET NAIL SUPPL,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""SP SECRET NAIL SUPPL"" suggests a supplier of nail-related products, and the amount is negative, indicating a purchase or expense. The description also matches the name, further supporting this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: SP SECRET NAIL SUPPL

- Taxes: Out of Scope

- Confidence Score: 90",OwJ84yyEX1t06vPdKVRwhBZZn7rgOzfVKqkLB,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,SP SECRET NAIL SUPPL,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/17/2025,CC.CAREGUIDE.COM,-66.08,CC.CAREGUIDE.COM,online,place,"- Explanation: The transaction is categorized as ""Uncategorized Expense"" because the name and description do not provide enough information to match it with a specific category. The amount is negative, indicating an expense, and the payment channel is online.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: Nill

- Taxes: Out of Scope

- Confidence Score: 60",k936jyykpPtQx0X7JaL3CpzXEnxVMKtvxMJ4j,Uncategorized Expense,60,70000,Expense,Nill,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/17/2025,CHOICES YALETOWN # 907,-2.82,CHOICES YALETOWN # 907,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""CHOICES YALETOWN # 907"" suggests a retail store, and the amount is negative, indicating a purchase. The description also matches the name, and the payment channel is ""in store"", which further supports this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: CHOICES YALETOWN # 907

- Taxes: Out of Scope

- Confidence Score: 90",AbqrR88k0MsLKdR0yjNVTyDZ5rX1xQIn8dekO,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,CHOICES YALETOWN # 907,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/17/2025,CC.CAREGUIDE.COM,-66.08,CC.CAREGUIDE.COM,online,place,"- Explanation: The transaction is categorized as ""Uncategorized Expense"" because the name ""CC.CAREGUIDE.COM"" does not match any specific category, and the amount is negative, indicating an expense. The payment channel is online, and the type is place, which suggests a digital transaction.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: CC.CAREGUIDE.COM

- Taxes: Out of Scope

- Confidence Score: 80",YKOZoXXg70t1k5XyPjVafdJxXp4YPNfq1RPQA,Uncategorized Expense,80,70000,Expense,CC.CAREGUIDE.COM,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/17/2025,CHOICES YALETOWN # 907,-2.82,CHOICES YALETOWN # 907,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""CHOICES YALETOWN # 907"" suggests a retail store, and the amount is negative, indicating a purchase. The description also matches the name, and the payment channel is ""in store"", which further supports this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: CHOICES YALETOWN # 907

- Taxes: Out of Scope

- Confidence Score: 90",z15rEaaPdJsNQbjp7Jg5hKx7yA56VYcnNVyO7,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,CHOICES YALETOWN # 907,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/17/2025,CC.CAREGUIDE.COM,-66.08,CC.CAREGUIDE.COM,online,place,"- Explanation: The transaction is categorized as ""Uncategorized Expense"" because the name and description do not provide enough information to match it with a specific category. The amount is negative, indicating an expense, and the payment channel is online.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: CC.CAREGUIDE.COM

- Taxes: Out of Scope

- Confidence Score: 60",k936jyykpPtQx0X7JaL3CpzXEnxVMKtvxMJ4j,Uncategorized Expense,60,70000,Expense,CC.CAREGUIDE.COM,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/17/2025,CHOICES YALETOWN # 907,-2.82,CHOICES YALETOWN # 907,in store,place,"- Explanation: The transaction is categorized as ""Supplies and Materials"" because the name ""CHOICES YALETOWN # 907"" suggests a retail store, and the amount is negative, indicating a purchase. The description also matches the name, further supporting this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: CHOICES YALETOWN # 907

- Taxes: Out of Scope

- Confidence Score: 90",AbqrR88k0MsLKdR0yjNVTyDZ5rX1xQIn8dekO,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,CHOICES YALETOWN # 907,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/17/2025,CC.CAREGUIDE.COM,-66.08,CC.CAREGUIDE.COM,online,place,"- Explanation: The transaction is categorized as ""Uncategorized Expense"" because the name and description do not match any specific category, and the amount is negative, indicating an expense. The payment channel is online and the type is place, which suggests a digital transaction.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: Nill

- Taxes: Out of Scope

- Confidence Score: 60",YKOZoXXg70t1k5XyPjVafdJxXp4YPNfq1RPQA,Uncategorized Expense,60,70000,Expense,Nill,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/17/2025,CHOICES YALETOWN # 907,-2.82,CHOICES YALETOWN # 907,in store,place,"- Explanation: The transaction is categorized as ""Supplies and Materials"" because the name ""CHOICES YALETOWN # 907"" suggests a retail store, and the amount is negative, indicating a purchase. The description also matches the name, further supporting this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: CHOICES YALETOWN # 907

- Taxes: Out of Scope

- Confidence Score: 90",z15rEaaPdJsNQbjp7Jg5hKx7yA56VYcnNVyO7,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,CHOICES YALETOWN # 907,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/15/2025,KERNELS POPCORN,-12.5,KERNELS POPCORN,in store,place,"- Explanation: This transaction is categorized as ""Meals and Entertainment"" because the name ""KERNELS POPCORN"" suggests a food or snack purchase, which is a common expense for meals or entertainment.

- AccountNumber: 64300

- Category: 64300 Meals and Entertainment

- TypeOfTransaction: Expense

- Payee: KERNELS POPCORN

- Taxes: Out of Scope

- Confidence Score: 90",Ndx8X33mRDSqwArYboyJiEjdwwq8Y0hLPXdLQ,64300 Meals and Entertainment,90,64300,Expense,KERNELS POPCORN,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/15/2025,KERNELS POPCORN,-12.5,KERNELS POPCORN,in store,place,"- Explanation: This transaction is categorized as ""Meals and Entertainment"" because the name ""KERNELS POPCORN"" suggests a purchase of food or snacks, which is a common expense for entertainment or meals.

- AccountNumber: 64300

- Category: 64300 Meals and Entertainment

- TypeOfTransaction: Expense

- Payee: KERNELS POPCORN

- Taxes: Out of Scope

- Confidence Score: 90",D9y84xx0RMtM5Lk0omdOcmkaMMPQvqUR1N6zL,64300 Meals and Entertainment,90,64300,Expense,KERNELS POPCORN,Out of Scope,,,,,,
oEAPkrrjpyu38vjaeP70I7PBbRpDXoS5rKPRL,2/14/2025,Phorest Pay-Pho MSP,2585.73,Phorest Pay-Pho  MSP,other,special,"- Explanation: The transaction is categorized as ""Cash Clearing Account"" because the name ""Phorest Pay-Pho MSP"" and description ""Phorest Pay-Pho  MSP"" suggest a payment processing service, and the amount is a positive value, indicating a transfer of funds into the account.

- AccountNumber: 10000

- Category: Cash Clearing Account

- TypeOfTransaction: Transfer

- Payee: Nill

- Taxes: Out of Scope

- Confidence Score: 90",vwxAEgg6prtObpm543vktNv37wrJMJUkPzgbx,Cash Clearing Account,90,10000,Transfer,Nill,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,CHOICES YALETOWN # 907,-2.99,CHOICES YALETOWN # 907,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""CHOICES YALETOWN # 907"" suggests a retail store, and the amount is a small expense, which is consistent with the purchase of supplies or materials.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: CHOICES YALETOWN # 907

- Taxes: Out of Scope

- Confidence Score: 80",mOKD8kkvpBTY4yJVEL1dIL8dKN7vpvF3EQNX7,Cost of Goods Sold:Salon Supplies:Supplies and Materials,80,50100,Expense,CHOICES YALETOWN # 907,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,FARM TO TABLE,-89.58,FARM TO TABLE,in store,place,"- Explanation: This transaction is categorized as ""Meals and Entertainment"" because the name ""FARM TO TABLE"" suggests a restaurant or food establishment, and the payment channel is ""in store"", indicating a physical purchase. The amount is negative, indicating an expense.

- AccountNumber: 64300

- Category: 64300 Meals and Entertainment

- TypeOfTransaction: Expense

- Payee: FARM TO TABLE

- Taxes: Out of Scope

- Confidence Score: 90",d86njLL1abs5qoMJPknLfLkNeX9Y4YFyPLDBv,64300 Meals and Entertainment,90,64300,Expense,FARM TO TABLE,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,MODERN BEAUTY SUPPLIES IN,-92.44,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name and description of the transaction, ""MODERN BEAUTY SUPPLIES IN"", suggests that it is a purchase of beauty supplies, which is a common expense for a salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",w6JvERRLp4sxbvgmP30NIwRY9j54M4UyJgrVp,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,MODERN BEAUTY SUPPLIES IN,-150,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""MODERN BEAUTY SUPPLIES IN"" suggests a purchase of beauty supplies, which is a common expense for a salon. The amount is negative, indicating a payment made by the salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",60nP7eewDMcrm5PNdpLYCeoZLpY989CyZmYPB,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,MODERN BEAUTY SUPPLIES IN,-150,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""MODERN BEAUTY SUPPLIES IN"" suggests a purchase of beauty supplies, which is a common expense for a salon. The amount is negative, indicating a payment made by the salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",Lp48YqqMR6szyK1geQBqUEaqXxDbYbsmja81k,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,Netflix,-32.46,NETFLIX.COM,online,place,"- Explanation: This transaction is categorized as ""Uncategorized Expense"" because it is a payment made to Netflix, which is a personal expense and not directly related to the business operations. However, since it's not explicitly stated that it's for business use, it's best to categorize it as an uncategorized expense for further review.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: Netflix

- Taxes: Out of Scope

- Confidence Score: 80",1yOwmnnrJMiL9anzgvrYc3w51YABdBfjrEAwe,Uncategorized Expense,80,70000,Expense,Netflix,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,PHOREST,-388.95,PHOREST,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""PHOREST"" is associated with a salon management software, and the amount is a negative value, indicating an expense. The description also matches the name, suggesting a payment made to Phorest for supplies or services.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: PHOREST

- Taxes: Out of Scope

- Confidence Score: 80",D9y84xx0RMtM5Lk0omdKIOnQzojrPrCVQ0gPe,Cost of Goods Sold:Salon Supplies:Supplies and Materials,80,50100,Expense,PHOREST,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,CHOICES YALETOWN # 907,-2.99,CHOICES YALETOWN # 907,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""CHOICES YALETOWN # 907"" suggests a retail store, and the amount is negative, indicating a purchase. The description also matches the name, and the payment channel is ""in store"", which further supports this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: CHOICES YALETOWN # 907

- Taxes: Out of Scope

- Confidence Score: 90",03VdknnjOMH5Q4rZb3JofBOPnXJ1p1tVBoJzO,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,CHOICES YALETOWN # 907,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,FARM TO TABLE,-89.58,FARM TO TABLE,in store,place,"- Explanation: This transaction is categorized as ""Supplies and Materials"" because the name ""FARM TO TABLE"" suggests a purchase of food or other supplies, and the amount is negative, indicating an expense. The payment channel is ""in store"", which further supports this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: FARM TO TABLE

- Taxes: Out of Scope

- Confidence Score: 80",j7Bwj33Kp1fNyLEY5w6bsbvVNoaJjJU1km3oq,Cost of Goods Sold:Salon Supplies:Supplies and Materials,80,50100,Expense,FARM TO TABLE,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,MODERN BEAUTY SUPPLIES IN,-92.44,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""MODERN BEAUTY SUPPLIES IN"" suggests a purchase of beauty supplies, which is a common expense for a salon. The amount is negative, indicating a payment made by the salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",rnj3Rrrapmi6braxo5yEfO8q5pk3M3CajebMQ,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,MODERN BEAUTY SUPPLIES IN,-150,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""MODERN BEAUTY SUPPLIES IN"" suggests a purchase of beauty supplies, which is a common expense for a salon. The amount is negative, indicating a payment made by the salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",4ARDZnnx6MTQ583N7MEoUbXMmoq5O5UJz8qpL,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,MODERN BEAUTY SUPPLIES IN,-150,MODERN BEAUTY SUPPLIES IN,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""MODERN BEAUTY SUPPLIES IN"" suggests a purchase of beauty supplies, which is a common expense for a salon. The amount is negative, indicating a payment made by the salon.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: MODERN BEAUTY SUPPLIES IN

- Taxes: Out of Scope

- Confidence Score: 90",aaN7odd6RZcJ1M64dz9jIjYP8vZbDbH93b4Md,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,MODERN BEAUTY SUPPLIES IN,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,Netflix,-32.46,NETFLIX.COM,online,place,"- Explanation: This transaction is categorized as ""Uncategorized Expense"" because it is a payment made to Netflix, which is a personal expense and not directly related to the business operations. However, since it's not explicitly stated that it's for business use, it's safer to categorize it as an uncategorized expense.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: Netflix

- Taxes: Out of Scope

- Confidence Score: 80",JQjY411MRdH813adoXP6co5qV6rYyYuX3qkRY,Uncategorized Expense,80,70000,Expense,Netflix,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,PHOREST,-388.95,PHOREST,in store,place,"- Explanation: The transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""PHOREST"" is associated with a salon management software, and the amount is a negative expense. However, without more specific information about the transaction, it could also be categorized as ""Uncategorized Expense"".

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: PHOREST

- Taxes: Out of Scope

- Confidence Score: 80",xL80ErrDXaSBe1mNjKpEhrmzQJVo8oUJpyo8z,Cost of Goods Sold:Salon Supplies:Supplies and Materials,80,50100,Expense,PHOREST,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,NANNYSERVICES.CA,-48,NANNYSERVICES.CA,online,place,"- Explanation: The transaction is categorized as ""30800 Owners Draw"" because the name ""NANNYSERVICES.CA"" suggests a personal expense, and the amount is negative, indicating a withdrawal or payment. The payment channel is online, and the type is ""place"", which further supports the idea that this is a personal expense.

- AccountNumber: 30800

- Category: Owners Draw

- TypeOfTransaction: Expense

- Payee: NANNYSERVICES.CA

- Taxes: Out of Scope

- Confidence Score: 80",60nP7eewDMcrm5PNdpLjhPAXgg8ZO5FN5ejNd,Owners Draw,80,30800,Expense,NANNYSERVICES.CA,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/14/2025,Netflix,-32.46,Netflix.com,online,place,"- Explanation: This transaction is categorized as ""Uncategorized Expense"" because it is a payment made to Netflix, which is a personal expense and not directly related to the business operations.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: Netflix

- Taxes: Out of Scope

- Confidence Score: 80",Lp48YqqMR6szyK1geQBEsVnNMMYq1zUBwLxmK,Uncategorized Expense,80,70000,Expense,Netflix,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,NANNYSERVICES.CA,-48,NANNYSERVICES.CA,online,place,"- Explanation: The transaction is categorized as ""30800 Owners Draw"" because the name ""NANNYSERVICES.CA"" suggests a personal expense, and the amount is negative, indicating a withdrawal or payment. The payment channel is online, and the type is place, which further supports the idea that this is a personal expense.

- AccountNumber: 30800

- Category: Owners Draw

- TypeOfTransaction: Expense

- Payee: NANNYSERVICES.CA

- Taxes: Out of Scope

- Confidence Score: 80",Knr84PPgNwiqmyKX1anLiA9YrrJkK8cmkVXLO,Owners Draw,80,30800,Expense,NANNYSERVICES.CA,Out of Scope,,,,,,
xL80ErrDXaSBe1mNjKVkHaLK0gqMY0F3mBv7g,2/14/2025,Netflix,-32.46,Netflix.com,online,place,"- Explanation: This transaction is categorized as ""Uncategorized Expense"" because it is a payment made to Netflix, which is a personal expense and not directly related to the business operations.

- AccountNumber: 70000

- Category: Uncategorized Expense

- TypeOfTransaction: Expense

- Payee: Netflix

- Taxes: Out of Scope

- Confidence Score: 80",k936jyykpPtQx0X7JaL6sPMQjjZ4m6FvgPjpn,Uncategorized Expense,80,70000,Expense,Netflix,Out of Scope,,,,,,
oEAPkrrjpyu38vjaeP70I7PBbRpDXoS5rKPRL,2/13/2025,Phorest Pay-Pho MSP,2202.43,Phorest Pay-Pho  MSP,other,special,"- Explanation: The transaction is categorized as ""Cash Clearing Account"" because the name ""Phorest Pay-Pho MSP"" and description ""Phorest Pay-Pho  MSP"" suggest a payment processing service, and the amount is a positive value, indicating a transfer of funds into the account.

- AccountNumber: 10000

- Category: Cash Clearing Account

- TypeOfTransaction: Transfer

- Payee: Nill

- Taxes: Out of Scope

- Confidence Score: 90",AbqrR88k0MsLKdR0yjNpc697MVdOEOUbxQjyd,Cash Clearing Account,90,10000,Transfer,Nill,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/13/2025,CHOICES YALETOWN # 907,-8.39,CHOICES YALETOWN # 907,in store,place,"- Explanation: This transaction is categorized as ""Cost of Goods Sold:Salon Supplies:Supplies and Materials"" because the name ""CHOICES YALETOWN # 907"" suggests a retail store, and the amount is negative, indicating a purchase. The description also matches the name, and the payment channel is ""in store"", which further supports this categorization.

- AccountNumber: 50100

- Category: Cost of Goods Sold:Salon Supplies:Supplies and Materials

- TypeOfTransaction: Expense

- Payee: CHOICES YALETOWN # 907

- Taxes: Out of Scope

- Confidence Score: 90",nMkmrAA0p3so7rnO3xPqUmjNkQwEeEF0XN7D8,Cost of Goods Sold:Salon Supplies:Supplies and Materials,90,50100,Expense,CHOICES YALETOWN # 907,Out of Scope,,,,,,
OwJ84yyEX1t06vPdKVQyU17gqeYDM3s1pb3Qx,2/13/2025,NANNYSERVICES.CA,-48,NANNYSERVICES.CA,online,place,"- Explanation: The transaction is categorized as ""30800 Owners Draw"" because the name ""NANNYSERVICES.CA"" suggests a personal expense, and the amount is negative, indicating a withdrawal or payment. The payment channel is online, and the type is ""place"", which further supports the idea that this is a personal expense.

- AccountNumber: 30800

- Category: Owners Draw

- TypeOfTransaction: Expense

- Payee: NANNYSERVICES.CA

- Taxes: Out of Scope

- Confidence Score: 80",P68maKKgRPsdL03wzDkRunby9Rv5d5U15DJVd,Owners Draw,80,30800,Expense,NANNYSERVICES.CA,Out of Scope,,,,,,
